Case_ID,Activity,Resource,Complete_Timestamp,case_IDofConceptCase,case_Includes_subCases,case_Responsible_actor,case_SUMleges,case_caseProcedure,case_caseStatus,case_case_type,case_landRegisterID,case_last_phase,case_parts,case_requestComplete,case_termName,action_code,activityNameEN,activityNameNL,concept_name,dateFinished,dateStop,dueDate,lifecycle_transition,monitoringResource,planned,question,Weekday,Anomaly
326,130,13,6603,416,1,7,248,3,1,1,71,18,5,2,2,130,88,169,130,179,1,1767,1,16,6223,269,4,1
326,139,13,6715,416,1,7,248,3,1,1,71,18,5,2,2,139,77,226,139,179,1,1767,1,16,6225,269,3,1
327,23,11,5939,416,1,7,178,3,1,1,71,18,61,2,2,23,187,209,23,2111,1,901,1,14,5775,269,1,1
327,24,11,6040,416,1,7,178,3,1,1,71,18,61,2,2,24,4,6,24,2111,1,1767,1,5,20627,271,5,1
327,25,11,6040,416,1,7,178,3,1,1,71,18,61,2,2,25,140,109,25,2111,1,1767,1,12,20627,269,5,1
327,26,11,6041,416,1,7,178,3,1,1,71,18,61,2,2,26,201,249,26,2111,1,1767,1,5,20627,277,5,1
327,27,11,6042,416,1,7,178,3,1,1,71,18,61,2,2,27,201,249,27,2111,1,1767,1,5,20627,269,5,1
327,28,11,6042,416,1,7,178,3,1,1,71,18,61,2,2,28,84,175,28,2111,1,896,1,5,5776,269,5,1
327,162,11,6043,416,1,7,178,3,1,1,71,18,61,2,2,162,108,104,162,2111,1,907,1,5,5777,271,5,1
327,174,11,6044,416,1,7,178,3,1,1,71,18,61,2,2,174,192,232,174,2111,1,1767,1,5,5778,277,5,1
327,35,11,6045,416,1,7,178,3,1,1,71,18,61,2,2,35,208,202,35,2111,1,1767,1,5,5779,269,5,1
327,36,11,6045,416,1,7,178,3,1,1,71,18,61,2,2,36,96,180,36,2111,1,1767,1,5,5780,269,5,1
327,42,11,6046,416,1,7,178,3,1,1,71,18,61,2,2,42,189,210,42,2111,1,1767,1,5,20627,27,5,1
327,30,6,6050,416,1,7,178,3,1,1,71,18,61,2,2,30,116,1,30,2113,1,1767,1,5,20627,277,5,1
327,31,6,6051,416,1,7,178,3,1,1,71,18,61,2,2,31,119,2,31,2113,1,1767,1,5,20627,269,5,1
327,44,6,6052,416,1,7,178,3,1,1,71,18,61,2,2,44,258,51,44,2113,1,1767,1,5,5781,269,5,1
327,48,6,6053,416,1,7,178,3,1,1,71,18,61,2,2,48,239,100,48,2113,1,1767,1,5,5786,269,5,1
327,53,6,6054,416,1,7,178,3,1,1,71,18,61,2,2,53,169,200,53,2113,1,1767,1,5,5787,271,5,1
327,61,6,6055,416,1,7,178,3,1,1,71,18,61,2,2,61,141,110,61,2113,1,1767,1,12,20627,269,5,1
327,277,6,6055,416,1,7,178,3,1,1,71,18,61,2,2,277,193,25,277,2113,1,1767,1,5,5788,277,5,1
327,65,6,6056,416,1,7,178,3,1,1,71,18,61,2,2,65,206,75,65,2113,1,1767,1,5,5789,271,5,1
327,70,6,6057,416,1,7,178,3,1,1,71,18,61,2,2,70,259,50,70,2113,1,1767,1,5,5790,269,5,1
327,74,6,6057,416,1,7,178,3,1,1,71,18,61,2,2,74,22,97,74,2113,1,1767,1,5,5791,269,5,1
327,78,6,6058,416,1,7,178,3,1,1,71,18,61,2,2,78,169,200,78,2113,1,1767,1,5,20627,271,5,1
327,84,6,6059,416,1,7,178,3,1,1,71,18,61,2,2,84,17,147,84,2113,1,1767,1,5,5793,269,5,1
327,85,6,6059,416,1,7,178,3,1,1,71,18,61,2,2,85,138,114,85,2113,1,1767,1,12,20627,269,5,1
327,274,6,6059,416,1,7,178,3,1,1,71,18,61,2,2,274,14,36,274,2113,1,1767,1,5,5792,271,5,1
327,86,6,6060,416,1,7,178,3,1,1,71,18,61,2,2,86,114,258,86,2113,1,1767,1,5,5794,271,5,1
327,93,6,6061,416,1,7,178,3,1,1,71,18,61,2,2,93,16,53,93,2113,1,1767,1,5,5794,271,5,1
327,109,6,6062,416,1,7,178,3,1,1,71,18,61,2,2,109,18,244,109,2113,1,1767,1,5,5796,271,5,1
327,110,6,6062,416,1,7,178,3,1,1,71,18,61,2,2,110,54,20,110,2113,1,1767,1,12,20627,269,5,1
327,311,6,6062,416,1,7,178,3,1,1,71,18,61,2,2,311,244,15,311,2113,1,1767,1,5,5795,271,5,1
327,112,6,6063,416,1,7,178,3,1,1,71,18,61,2,2,112,112,142,112,2113,1,1767,1,5,5797,269,5,1
327,118,13,6063,416,1,7,178,3,1,1,71,18,61,2,2,118,182,221,118,2115,1,1767,1,5,5798,269,5,1
327,125,13,6067,416,1,7,178,3,1,1,71,18,61,2,2,125,151,119,125,2115,1,1767,1,12,20627,269,5,1
327,129,13,6068,416,1,7,178,3,1,1,71,18,61,2,2,129,251,31,129,2115,1,1767,1,16,5803,269,5,1
327,130,13,6068,416,1,7,178,3,1,1,71,18,61,2,2,130,88,169,130,2115,1,1767,1,16,5804,269,5,1
327,127,13,6069,416,1,7,178,3,1,1,71,18,61,2,2,127,26,187,127,2115,1,1767,1,16,20627,269,5,1
327,138,13,6070,416,1,7,178,3,1,1,71,18,61,2,2,138,111,145,138,2115,1,1767,1,16,5805,269,5,1
327,139,13,6216,416,1,7,178,3,1,1,71,18,61,2,2,139,77,226,139,2115,1,1767,1,16,5806,269,3,1
328,23,11,6032,192,1,7,111,3,1,1,71,18,62,2,2,23,187,209,23,1,1,912,1,14,5880,269,5,1
328,24,11,6162,192,1,7,111,3,1,1,71,18,62,2,2,24,4,6,24,1,1,1767,1,3,20627,271,1,1
328,25,11,6162,192,1,7,111,3,1,1,71,18,62,2,2,25,140,109,25,1,1,1767,1,9,20627,269,1,1
328,26,11,6163,192,1,7,111,3,1,1,71,18,62,2,2,26,201,249,26,1,1,1767,1,3,20627,277,1,1
328,27,11,6164,192,1,7,111,3,1,1,71,18,62,2,2,27,201,249,27,1,1,1767,1,3,20627,269,1,1
328,28,11,6164,192,1,7,111,3,1,1,71,18,62,2,2,28,84,175,28,1,1,908,1,3,5881,269,1,1
328,162,11,6165,192,1,7,111,3,1,1,71,18,62,2,2,162,108,104,162,1,1,916,1,3,5882,271,1,1
328,174,11,6166,192,1,7,111,3,1,1,71,18,62,2,2,174,192,232,174,1,1,1767,1,3,5883,277,1,1
328,35,11,6167,192,1,7,111,3,1,1,71,18,62,2,2,35,208,202,35,1,1,1767,1,3,5884,269,1,1
328,36,11,6167,192,1,7,111,3,1,1,71,18,62,2,2,36,96,180,36,1,1,1767,1,3,5885,269,1,1
328,42,11,6168,192,1,7,111,3,1,1,71,18,62,2,2,42,189,210,42,1,1,1767,1,3,20627,81,1,1
328,30,6,6736,192,1,7,111,3,1,1,71,18,62,2,2,30,116,1,30,251,1,1767,1,3,20627,277,4,1
328,31,6,6737,192,1,7,111,3,1,1,71,18,62,2,2,31,119,2,31,251,1,1767,1,5,20627,269,4,1
328,44,6,6738,192,1,7,111,3,1,1,71,18,62,2,2,44,258,51,44,251,1,1767,1,3,5886,269,4,1
328,48,6,6739,192,1,7,111,3,1,1,71,18,62,2,2,48,239,100,48,251,1,1767,1,5,6367,269,4,1
328,53,6,6740,192,1,7,111,3,1,1,71,18,62,2,2,53,169,200,53,251,1,1767,1,5,6368,271,4,1
328,61,6,6740,192,1,7,111,3,1,1,71,18,62,2,2,61,141,110,61,251,1,1767,1,9,20627,269,4,1
328,277,6,6740,192,1,7,111,3,1,1,71,18,62,2,2,277,193,25,277,251,1,1767,1,5,6369,277,4,1
328,65,6,6741,192,1,7,111,3,1,1,71,18,62,2,2,65,206,75,65,251,1,1767,1,5,6369,271,4,1
328,70,6,6742,192,1,7,111,3,1,1,71,18,62,2,2,70,259,50,70,251,1,1767,1,5,6370,269,4,1
328,74,6,6743,192,1,7,111,3,1,1,71,18,62,2,2,74,22,97,74,251,1,1767,1,5,6371,269,4,1
328,78,6,6744,192,1,7,111,3,1,1,71,18,62,2,2,78,169,200,78,251,1,1767,1,5,20627,271,4,1
328,274,6,6745,192,1,7,111,3,1,1,71,18,62,2,2,274,14,36,274,251,1,1767,1,5,6372,271,4,1
328,84,6,6746,192,1,7,111,3,1,1,71,18,62,2,2,84,17,147,84,251,1,1767,1,5,6373,269,4,1
328,85,6,6746,192,1,7,111,3,1,1,71,18,62,2,2,85,138,114,85,251,1,1767,1,9,20627,269,4,1
328,86,6,6747,192,1,7,111,3,1,1,71,18,62,2,2,86,114,258,86,251,1,1767,1,5,6374,271,4,1
328,93,6,6748,192,1,7,111,3,1,1,71,18,62,2,2,93,16,53,93,251,1,1767,1,5,6375,271,4,1
328,311,6,6749,192,1,7,111,3,1,1,71,18,62,2,2,311,244,15,311,251,1,1767,1,5,6376,271,4,1
328,109,6,6750,192,1,7,111,3,1,1,71,18,62,2,2,109,18,244,109,251,1,1767,1,5,6377,271,4,1
328,110,6,6750,192,1,7,111,3,1,1,71,18,62,2,2,110,54,20,110,251,1,1767,1,9,20627,269,4,1
328,112,13,6868,192,1,7,111,3,1,1,71,18,62,2,2,112,112,142,112,283,1,1767,1,5,6378,269,1,1
328,118,13,6868,192,1,7,111,3,1,1,71,18,62,2,2,118,182,221,118,283,1,1767,1,16,6487,269,1,1
328,125,13,6869,192,1,7,111,3,1,1,71,18,62,2,2,125,151,119,125,283,1,1767,1,9,20627,269,1,1
328,129,13,6870,192,1,7,111,3,1,1,71,18,62,2,2,129,251,31,129,283,1,1767,1,16,6488,269,1,1
328,130,13,6870,192,1,7,111,3,1,1,71,18,62,2,2,130,88,169,130,283,1,1767,1,16,6489,269,1,1
328,138,13,6871,192,1,7,111,3,1,1,71,18,62,2,2,138,111,145,138,283,1,1767,1,16,6490,269,1,1
328,127,13,6872,192,1,7,111,3,1,1,71,18,62,2,2,127,26,187,127,283,1,1767,1,16,20627,269,1,1
328,139,13,7050,192,1,7,111,3,1,1,71,18,62,2,2,139,77,226,139,283,1,1767,1,16,6491,269,3,1
329,23,16,6032,194,1,7,62,3,1,1,71,18,5,2,2,23,187,209,23,3,1,913,1,19,5900,269,5,1
329,24,16,6197,194,1,7,62,3,1,1,71,18,5,2,2,24,4,6,24,3,1,1767,1,5,20627,271,1,1
329,25,16,6197,194,1,7,62,3,1,1,71,18,5,2,2,25,140,109,25,3,1,1767,1,12,20627,269,1,1
329,26,16,6198,194,1,7,62,3,1,1,71,18,5,2,2,26,201,249,26,3,1,1767,1,5,20627,277,1,1
329,27,16,6199,194,1,7,62,3,1,1,71,18,5,2,2,27,201,249,27,3,1,1767,1,5,20627,269,1,1
329,28,16,6199,194,1,7,62,3,1,1,71,18,5,2,2,28,84,175,28,3,1,910,1,5,5912,269,1,1
329,162,16,6200,194,1,7,62,3,1,1,71,18,5,2,2,162,108,104,162,3,1,920,1,5,5913,271,1,1
329,174,16,6201,194,1,7,62,3,1,1,71,18,5,2,2,174,192,232,174,3,1,1767,1,5,5914,277,1,1
329,35,16,6202,194,1,7,62,3,1,1,71,18,5,2,2,35,208,202,35,3,1,1767,1,5,5915,269,1,1
329,36,16,6202,194,1,7,62,3,1,1,71,18,5,2,2,36,96,180,36,3,1,1767,1,5,5916,269,1,1
329,30,16,6203,194,1,7,62,3,1,1,71,18,5,2,2,30,116,1,30,3,1,1767,1,5,20627,277,1,1
329,42,16,6204,194,1,7,62,3,1,1,71,18,5,2,2,42,189,210,42,3,1,1767,1,5,20627,81,1,1
329,31,16,6205,194,1,7,62,3,1,1,71,18,5,2,2,31,119,2,31,3,1,1767,1,5,20627,269,1,1
329,44,5,6953,194,1,7,62,3,1,1,71,18,5,2,2,44,258,51,44,315,1,1767,1,5,5917,269,5,1
329,48,5,6954,194,1,7,62,3,1,1,71,18,5,2,2,48,239,100,48,315,1,1767,1,3,6562,269,5,1
329,53,5,6955,194,1,7,62,3,1,1,71,18,5,2,2,53,169,200,53,315,1,1767,1,3,6563,271,5,1
329,277,5,6956,194,1,7,62,3,1,1,71,18,5,2,2,277,193,25,277,315,1,1767,1,3,6564,277,5,1
329,61,5,6957,194,1,7,62,3,1,1,71,18,5,2,2,61,141,110,61,315,1,1767,1,12,20627,269,5,1
329,65,5,6958,194,1,7,62,3,1,1,71,18,5,2,2,65,206,75,65,315,1,1767,1,3,6565,271,5,1
329,70,5,6959,194,1,7,62,3,1,1,71,18,5,2,2,70,259,50,70,315,1,1767,1,3,6566,269,5,1
329,74,5,6960,194,1,7,62,3,1,1,71,18,5,2,2,74,22,97,74,315,1,1767,1,3,6567,269,5,1
329,78,5,6961,194,1,7,62,3,1,1,71,18,5,2,2,78,169,200,78,315,1,1767,1,3,20627,271,5,1
329,274,5,6962,194,1,7,62,3,1,1,71,18,5,2,2,274,14,36,274,315,1,1767,1,3,6568,271,5,1
329,84,5,6963,194,1,7,62,3,1,1,71,18,5,2,2,84,17,147,84,315,1,1767,1,3,6569,269,5,1
329,85,5,6964,194,1,7,62,3,1,1,71,18,5,2,2,85,138,114,85,315,1,1767,1,12,20627,269,5,1
329,86,5,6965,194,1,7,62,3,1,1,71,18,5,2,2,86,114,258,86,315,1,1767,1,3,6570,271,5,1
329,93,5,6966,194,1,7,62,3,1,1,71,18,5,2,2,93,16,53,93,315,1,1767,1,3,6571,271,5,1
329,311,5,6967,194,1,7,62,3,1,1,71,18,5,2,2,311,244,15,311,315,1,1767,1,3,6572,271,5,1
329,109,5,6968,194,1,7,62,3,1,1,71,18,5,2,2,109,18,244,109,315,1,1767,1,3,6573,271,5,1
329,110,5,6968,194,1,7,62,3,1,1,71,18,5,2,2,110,54,20,110,315,1,1767,1,12,20627,269,5,1
329,112,13,6969,194,1,7,62,3,1,1,71,18,5,2,2,112,112,142,112,316,1,1767,1,3,6574,269,5,1
329,118,13,6970,194,1,7,62,3,1,1,71,18,5,2,2,118,182,221,118,316,1,1767,1,3,6575,269,5,1
329,125,13,6971,194,1,7,62,3,1,1,71,18,5,2,2,125,151,119,125,316,1,1767,1,12,20627,269,5,1
329,129,13,6972,194,1,7,62,3,1,1,71,18,5,2,2,129,251,31,129,316,1,1767,1,3,6576,269,5,1
329,130,13,6972,194,1,7,62,3,1,1,71,18,5,2,2,130,88,169,130,316,1,1767,1,3,6577,269,5,1
329,139,13,7050,194,1,7,62,3,1,1,71,18,5,2,2,139,77,226,139,416,1,1767,1,16,6716,269,3,1
329,127,13,7134,194,1,7,62,3,1,1,71,18,5,2,2,127,26,187,127,416,1,1767,1,3,20627,269,2,1
329,138,13,7135,194,1,7,62,3,1,1,71,18,5,2,2,138,111,145,138,416,1,1767,1,3,6578,269,2,1
330,23,11,6161,193,1,8,332,2,1,1,20,8,50,1,2,23,187,209,23,1093,1,914,1,14,5901,269,6,1
330,24,11,6186,193,1,8,332,2,1,1,20,8,50,1,2,24,4,6,24,1093,1,1767,1,11,20627,271,1,1
330,25,11,6186,193,1,8,332,2,1,1,20,8,50,1,2,25,140,109,25,1093,1,1767,1,10,20627,269,1,1
330,26,11,6187,193,1,8,332,2,1,1,20,8,50,1,2,26,201,249,26,1093,1,1767,1,11,20627,277,1,1
330,27,11,6188,193,1,8,332,2,1,1,20,8,50,1,2,27,201,249,27,1093,1,1767,1,11,20627,269,1,1
330,28,11,6188,193,1,8,332,2,1,1,20,8,50,1,2,28,84,175,28,1093,1,909,1,11,5902,269,1,1
330,162,11,6189,193,1,8,332,2,1,1,20,8,50,1,2,162,108,104,162,1093,1,919,1,11,5903,271,1,1
330,174,11,6190,193,1,8,332,2,1,1,20,8,50,1,2,174,192,232,174,1093,1,1767,1,11,5904,271,1,1
330,176,11,6191,193,1,8,332,2,1,1,20,8,50,1,2,176,1,3,176,1093,1,1767,1,11,5905,271,1,1
330,177,11,6192,193,1,8,332,2,1,1,20,8,50,1,2,177,8,28,177,1093,1,1767,1,11,5906,279,1,1
330,180,11,6193,193,1,8,332,2,1,1,20,8,50,1,2,180,168,140,180,1093,1,1767,1,11,5907,271,1,1
330,35,11,6194,193,1,8,332,2,1,1,20,8,50,1,2,35,208,202,35,1093,1,1767,1,11,5908,269,1,1
330,36,11,6194,193,1,8,332,2,1,1,20,8,50,1,2,36,96,180,36,1093,1,1767,1,11,5909,269,1,1
330,38,11,6195,193,1,8,332,2,1,1,20,8,50,1,2,38,172,208,38,1093,1,1767,1,11,5910,277,1,1
330,42,11,6196,193,1,8,332,2,1,1,20,8,50,1,2,42,189,210,42,1093,1,1767,1,11,20627,81,1,1
330,44,8,6506,193,1,8,332,2,1,1,20,8,50,1,2,44,258,51,44,1093,1,1767,1,11,5911,269,4,1
330,49,8,6507,193,1,8,332,2,1,1,20,8,50,1,2,49,6,10,49,1093,1,1767,1,11,5911,271,4,1
330,48,8,6508,193,1,8,332,2,1,1,20,8,50,1,2,48,239,100,48,1093,1,1767,1,11,6172,269,4,1
330,53,8,6509,193,1,8,332,2,1,1,20,8,50,1,2,53,169,200,53,1093,1,1767,1,11,6173,271,4,1
330,277,8,6510,193,1,8,332,2,1,1,20,8,50,1,2,277,193,25,277,167,1,1767,1,11,6174,271,4,1
330,238,8,6511,193,1,8,332,2,1,1,20,8,50,1,2,238,247,239,238,167,1,1767,1,11,6175,263,4,1
330,240,8,6512,193,1,8,332,2,1,1,20,8,50,1,2,240,200,199,240,167,1,1767,1,11,6176,269,4,1
330,241,8,6557,193,1,8,332,2,1,1,20,8,50,1,2,241,99,179,241,167,1,1767,1,11,6177,269,1,1
330,30,8,7457,193,1,8,332,2,1,1,20,8,50,1,2,30,116,1,30,1093,1,1767,1,11,20627,271,4,1
330,243,8,7458,193,1,8,332,2,1,1,20,8,50,1,2,243,177,27,243,586,1,1767,1,11,6213,277,4,1
330,244,8,7459,193,1,8,332,2,1,1,20,8,50,1,2,244,83,230,244,586,1,1767,1,11,7032,43,4,1
330,58,8,7460,193,1,8,332,2,1,1,20,8,50,1,2,58,199,101,58,586,1,1767,1,11,7033,269,4,1
330,59,8,7461,193,1,8,332,2,1,1,20,8,50,1,2,59,239,100,59,586,1,1767,1,11,7034,269,4,1
330,61,8,7462,193,1,8,332,2,1,1,20,8,50,1,2,61,141,110,61,1093,1,1767,1,10,20627,269,4,1
330,277,8,7462,193,1,8,332,2,1,1,20,8,50,1,2,277,193,25,277,1093,1,1767,1,11,7035,277,4,1
330,65,8,7463,193,1,8,332,2,1,1,20,8,50,1,2,65,206,75,65,1093,1,1767,1,11,7036,271,4,1
330,75,8,7464,193,1,8,332,2,1,1,20,8,50,1,2,75,6,10,75,1093,1,1767,1,11,7037,271,4,1
330,70,8,7465,193,1,8,332,2,1,1,20,8,50,1,2,70,259,50,70,1093,1,1767,1,11,7037,269,4,1
330,74,8,7466,193,1,8,332,2,1,1,20,8,50,1,2,74,22,97,74,1093,1,1767,1,11,7038,269,4,1
330,78,8,7467,193,1,8,332,2,1,1,20,8,50,1,2,78,169,200,78,1093,1,1767,1,11,7039,271,4,1
330,274,8,7468,193,1,8,332,2,1,1,20,8,50,1,2,274,14,36,274,1093,1,1767,1,11,7040,271,4,1
330,84,8,7469,193,1,8,332,2,1,1,20,8,50,1,2,84,17,147,84,1093,1,1767,1,11,7041,269,4,1
330,85,8,7469,193,1,8,332,2,1,1,20,8,50,1,2,85,138,114,85,1093,1,1767,1,10,20627,269,4,1
330,86,8,7470,193,1,8,332,2,1,1,20,8,50,1,2,86,114,258,86,1093,1,1767,1,11,7042,271,4,1
330,94,8,7471,193,1,8,332,2,1,1,20,8,50,1,2,94,37,22,94,1093,1,1767,1,10,20627,269,4,1
330,96,8,7472,193,1,8,332,2,1,1,20,8,50,1,2,96,110,144,96,1093,1,1767,1,11,7043,269,4,1
330,97,8,7472,193,1,8,332,2,1,1,20,8,50,1,2,97,146,124,97,1093,1,1767,1,10,20627,269,4,1
330,98,8,7473,193,1,8,332,2,1,1,20,8,50,1,2,98,69,29,98,1093,1,1767,1,11,7044,277,4,1
330,107,8,7474,193,1,8,332,2,1,1,20,8,50,1,2,107,152,130,107,1093,1,1767,1,10,20627,269,4,1
330,278,8,7475,193,1,8,332,2,1,1,20,8,50,1,2,278,131,192,278,1093,1,1767,1,11,7046,277,4,1
330,285,8,7554,193,1,8,332,2,1,1,20,8,50,1,2,285,173,207,285,1093,1,1767,1,11,7132,269,5,1
330,287,8,7554,193,1,8,332,2,1,1,20,8,50,1,2,287,152,130,287,1093,1,1767,1,10,20627,269,5,1
330,289,8,7555,193,1,8,332,2,1,1,20,8,50,1,2,289,205,34,289,1093,1,1767,1,11,7133,269,5,1
330,105,8,7595,193,1,8,332,2,1,1,20,8,50,1,2,105,76,225,105,1093,1,1767,1,11,7045,269,2,1
330,290,8,7638,193,1,8,332,2,1,1,20,8,50,1,2,290,102,177,290,1093,1,1767,1,11,7134,269,2,1
330,283,8,7643,193,1,8,332,2,1,1,20,8,50,1,2,283,171,86,283,1093,1,1767,1,11,7131,269,3,1
330,280,8,7645,193,1,8,332,2,1,1,20,8,50,1,2,280,57,85,280,1093,1,1767,1,11,7047,269,4,1
330,295,11,8159,193,1,8,332,2,1,1,20,8,50,1,2,295,135,263,295,1093,1,1767,1,11,7135,271,3,1
330,307,11,8160,193,1,8,332,2,1,1,20,8,50,1,2,307,105,103,307,1093,1,1767,1,10,7765,271,3,1
330,311,11,8161,193,1,8,332,2,1,1,20,8,50,1,2,311,244,15,311,1093,1,1767,1,10,7766,271,3,1
330,110,11,8162,193,1,8,332,2,1,1,20,8,50,1,2,110,54,20,110,1093,1,1767,1,10,20627,269,3,1
330,113,11,8516,193,1,8,332,2,1,1,20,8,50,1,2,113,182,221,113,1093,1,1767,1,10,8135,269,2,1
330,129,11,8538,193,1,8,332,2,1,1,20,8,50,1,2,129,251,31,129,1401,1,1767,1,10,8133,269,4,1
330,115,11,8539,193,1,8,332,2,1,1,20,8,50,1,2,115,112,142,115,1093,1,1767,1,10,7767,269,4,1
330,125,11,8540,193,1,8,332,2,1,1,20,8,50,1,2,125,151,119,125,1093,1,1767,1,10,20627,269,4,1
330,129,11,8541,193,1,8,332,2,1,1,20,8,50,1,2,129,251,31,129,1092,1,1767,1,10,8136,269,4,1
330,138,11,8542,193,1,8,332,2,1,1,20,8,50,1,2,138,111,145,138,1094,1,1767,1,10,8138,269,4,1
330,130,11,8588,193,1,8,332,2,1,1,20,8,50,1,2,130,88,169,130,1401,1,1767,1,10,8134,269,1,1
330,130,11,8588,193,1,8,332,2,1,1,20,8,50,1,2,130,88,169,130,1092,1,1767,1,10,8137,269,1,1
331,23,16,6206,195,1,18,332,3,1,1,56,1,50,2,6,23,187,209,23,4,1,915,1,19,5918,269,1,1
331,24,16,6207,195,1,18,332,3,1,1,56,1,50,2,6,24,4,6,24,4,1,1767,1,11,20627,271,1,1
331,25,16,6207,195,1,18,332,3,1,1,56,1,50,2,6,25,140,109,25,4,1,1767,1,20,20627,269,1,1
331,26,16,6208,195,1,18,332,3,1,1,56,1,50,2,6,26,201,249,26,4,1,1767,1,11,20627,277,1,1
331,27,16,6209,195,1,18,332,3,1,1,56,1,50,2,6,27,201,249,27,4,1,1767,1,11,20627,269,1,1
331,162,16,6210,195,1,18,332,3,1,1,56,1,50,2,6,162,108,104,162,4,1,921,1,11,5920,271,1,1
331,174,16,6211,195,1,18,332,3,1,1,56,1,50,2,6,174,192,232,174,4,1,1767,1,11,5921,277,1,1
331,35,16,6212,195,1,18,332,3,1,1,56,1,50,2,6,35,208,202,35,4,1,1767,1,11,5922,269,1,1
331,30,16,6213,195,1,18,332,3,1,1,56,1,50,2,6,30,116,1,30,4,1,1767,1,11,20627,271,1,1
331,42,16,6214,195,1,18,332,3,1,1,56,1,50,2,6,42,189,210,42,4,1,1767,1,11,20627,81,1,1
331,28,16,6215,195,1,18,332,3,1,1,56,1,50,2,6,28,84,175,28,4,1,911,1,11,5919,269,2,1
331,36,16,6215,195,1,18,332,3,1,1,56,1,50,2,6,36,96,180,36,4,1,1767,1,11,5923,269,2,1
332,23,11,6158,416,1,7,53,3,1,1,71,18,5,2,2,23,187,209,23,24,1,922,1,5,5944,269,5,1
332,24,11,6240,416,1,7,53,3,1,1,71,18,5,2,2,24,4,6,24,24,1,1767,1,5,20627,271,4,1
332,25,11,6240,416,1,7,53,3,1,1,71,18,5,2,2,25,140,109,25,24,1,1767,1,12,20627,269,4,1
332,26,11,6241,416,1,7,53,3,1,1,71,18,5,2,2,26,201,249,26,24,1,1767,1,5,20627,277,4,1
332,27,11,6242,416,1,7,53,3,1,1,71,18,5,2,2,27,201,249,27,24,1,1767,1,5,20627,269,4,1
332,28,11,6242,416,1,7,53,3,1,1,71,18,5,2,2,28,84,175,28,24,1,917,1,5,5945,269,4,1
332,162,11,6243,416,1,7,53,3,1,1,71,18,5,2,2,162,108,104,162,24,1,924,1,5,5946,271,4,1
332,174,11,6244,416,1,7,53,3,1,1,71,18,5,2,2,174,192,232,174,24,1,1767,1,5,5947,277,4,1
332,35,11,6245,416,1,7,53,3,1,1,71,18,5,2,2,35,208,202,35,24,1,1767,1,5,5948,269,4,1
332,36,11,6245,416,1,7,53,3,1,1,71,18,5,2,2,36,96,180,36,24,1,1767,1,5,5949,269,4,1
332,42,11,6246,416,1,7,53,3,1,1,71,18,5,2,2,42,189,210,42,24,1,1767,1,5,20627,151,4,1
332,30,6,6420,416,1,7,53,3,1,1,71,18,5,2,2,30,116,1,30,105,1,1767,1,5,20627,277,5,1
332,31,6,6421,416,1,7,53,3,1,1,71,18,5,2,2,31,119,2,31,105,1,1767,1,5,20627,269,5,1
332,44,6,6422,416,1,7,53,3,1,1,71,18,5,2,2,44,258,51,44,105,1,1767,1,5,5950,269,5,1
332,48,6,6423,416,1,7,53,3,1,1,71,18,5,2,2,48,239,100,48,105,1,1767,1,5,6098,269,5,1
332,53,6,6424,416,1,7,53,3,1,1,71,18,5,2,2,53,169,200,53,105,1,1767,1,5,6099,271,5,1
332,61,6,6425,416,1,7,53,3,1,1,71,18,5,2,2,61,141,110,61,105,1,1767,1,12,20627,269,5,1
332,277,6,6425,416,1,7,53,3,1,1,71,18,5,2,2,277,193,25,277,105,1,1767,1,5,6100,277,5,1
332,65,6,6426,416,1,7,53,3,1,1,71,18,5,2,2,65,206,75,65,105,1,1767,1,5,6101,271,5,1
332,70,6,6427,416,1,7,53,3,1,1,71,18,5,2,2,70,259,50,70,105,1,1767,1,5,6102,269,5,1
332,74,6,6428,416,1,7,53,3,1,1,71,18,5,2,2,74,22,97,74,105,1,1767,1,5,6103,269,5,1
332,78,6,6429,416,1,7,53,3,1,1,71,18,5,2,2,78,169,200,78,105,1,1767,1,5,20627,271,5,1
332,274,6,6429,416,1,7,53,3,1,1,71,18,5,2,2,274,14,36,274,105,1,1767,1,5,6104,271,5,1
332,84,6,6430,416,1,7,53,3,1,1,71,18,5,2,2,84,17,147,84,105,1,1767,1,5,6104,269,5,1
332,85,6,6430,416,1,7,53,3,1,1,71,18,5,2,2,85,138,114,85,105,1,1767,1,12,20627,269,5,1
332,86,6,6431,416,1,7,53,3,1,1,71,18,5,2,2,86,114,258,86,105,1,1767,1,5,6105,271,5,1
332,93,6,6431,416,1,7,53,3,1,1,71,18,5,2,2,93,16,53,93,105,1,1767,1,5,6106,271,5,1
332,109,6,6432,416,1,7,53,3,1,1,71,18,5,2,2,109,18,244,109,105,1,1767,1,5,6107,271,5,1
332,110,6,6432,416,1,7,53,3,1,1,71,18,5,2,2,110,54,20,110,105,1,1767,1,12,20627,269,5,1
332,311,6,6432,416,1,7,53,3,1,1,71,18,5,2,2,311,244,15,311,105,1,1767,1,5,6106,271,5,1
332,112,6,6433,416,1,7,53,3,1,1,71,18,5,2,2,112,112,142,112,105,1,1767,1,5,6107,269,5,1
332,125,13,6448,416,1,7,53,3,1,1,71,18,5,2,2,125,151,119,125,124,1,1767,1,12,20627,269,1,1
332,129,13,6449,416,1,7,53,3,1,1,71,18,5,2,2,129,251,31,129,124,1,1767,1,16,6123,269,1,1
