Case ID_Prev0,Activity_Prev0,Resource_Prev0,Complete Timestamp_Prev0,(case) IDofConceptCase_Prev0,(case) Includes_subCases_Prev0,(case) Responsible_actor_Prev0,(case) SUMleges_Prev0,(case) caseProcedure_Prev0,(case) caseStatus_Prev0,(case) case_type_Prev0,(case) landRegisterID_Prev0,(case) last_phase_Prev0,(case) parts_Prev0,(case) requestComplete_Prev0,(case) termName_Prev0,action_code_Prev0,activityNameEN_Prev0,activityNameNL_Prev0,concept:name_Prev0,dateFinished_Prev0,dateStop_Prev0,dueDate_Prev0,lifecycle:transition_Prev0,monitoringResource_Prev0,planned_Prev0,question_Prev0,Case ID,Activity,Resource,Complete Timestamp,(case) IDofConceptCase,(case) Includes_subCases,(case) Responsible_actor,(case) SUMleges,(case) caseProcedure,(case) caseStatus,(case) case_type,(case) landRegisterID,(case) last_phase,(case) parts,(case) requestComplete,(case) termName,action_code,activityNameEN,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
926,131,14,15210,605,0,9,532,2,1,0,140,6,4,1,1,131,162,131,131,1174,2,3340,0,17,21361,409,926,135,14,15211,605,0,9,532,2,1,0,140,6,4,1,1,135,198,235,135,1174,2,3340,0,17,21362,400
1055,76,12,21323,810,0,6,194,2,0,0,140,24,52,1,13,76,22,107,76,2499,2,3340,0,8,24959,409,1055,81,12,21323,810,0,6,194,2,0,0,140,24,52,1,13,81,180,219,81,2499,2,3340,0,8,24960,411
64,120,16,23352,44,2,16,533,2,1,0,140,6,4,1,1,120,225,171,120,2860,2,3340,0,2,34568,409,64,121,16,23352,44,2,16,533,2,1,0,140,6,4,1,1,121,120,154,121,2860,2,3340,0,2,34569,409
122,142,16,6644,89,2,16,425,2,1,0,140,6,4,1,1,142,94,184,142,3726,2,3340,0,2,37163,409,122,143,16,6644,89,2,16,425,2,1,0,140,6,4,1,1,143,160,129,143,3726,2,3340,0,2,37163,409
1124,168,16,13356,754,0,9,24,2,1,0,140,8,4,0,13,168,153,150,168,1288,2,3340,0,19,30728,409,1124,169,16,13356,754,0,9,24,2,1,0,140,8,4,0,13,169,155,149,169,1288,2,3340,0,19,30728,409
718,27,12,12170,810,1,4,613,2,0,0,140,8,52,1,13,27,151,120,27,1088,2,3340,0,7,38879,409,718,28,12,12171,810,1,4,613,2,0,0,140,8,52,1,13,28,214,272,28,1088,2,3340,0,7,13105,411
974,120,5,16346,641,0,9,306,2,1,0,81,6,13,0,1,120,225,171,120,1630,2,3340,0,2,22571,409,974,121,5,16346,641,0,9,306,2,1,0,81,6,13,0,1,121,120,154,121,1630,2,3340,0,2,22572,409
104,126,2,4253,810,2,16,162,2,1,0,140,6,4,0,1,126,49,104,126,3316,2,3340,0,2,36100,411,104,129,2,4253,810,2,16,162,2,1,0,140,6,4,0,1,129,75,67,129,3316,2,3340,0,2,36101,411
535,29,12,23370,810,0,6,154,2,0,0,140,23,44,1,1,29,214,272,29,2862,2,3340,0,14,38879,409,535,30,12,23370,810,0,6,154,2,0,0,140,23,44,1,1,30,91,193,30,2862,2,1404,0,14,8566,409
984,253,7,16346,650,0,9,99,2,1,0,140,6,4,0,1,253,154,122,253,1630,2,3340,0,4,22580,409,984,254,7,18951,650,0,9,99,2,1,0,140,6,4,0,1,254,189,28,254,1805,2,3340,0,4,22580,417
965,298,18,20649,634,0,6,258,1,0,0,140,24,65,0,13,298,89,249,298,2372,2,3340,0,21,33851,409,965,300,12,16632,634,0,6,258,1,0,0,140,24,65,0,13,300,32,43,300,1688,2,3340,0,21,31923,417
1036,28,12,20254,690,0,9,390,2,1,0,140,6,13,0,1,28,214,272,28,2056,2,3340,0,2,24120,417,1036,29,12,20254,690,0,9,390,2,1,0,140,6,13,0,1,29,214,272,29,2056,2,3340,0,2,24121,409
427,27,14,19488,272,0,9,289,1,1,0,140,23,72,1,1,27,151,120,27,2184,2,3340,0,12,38879,409,427,28,14,19489,272,0,9,289,1,1,0,140,23,72,1,1,28,190,209,28,2184,2,1196,0,18,6546,411
812,142,14,15784,514,0,9,464,2,1,0,140,6,4,0,1,142,94,184,142,1554,2,3340,0,17,38879,409,812,143,14,15779,514,0,9,464,2,1,0,140,6,4,0,1,143,160,129,143,1554,2,3340,0,17,22346,409
934,214,5,15420,611,0,9,180,2,1,0,140,6,4,0,1,214,55,22,214,1217,2,3340,0,2,21656,409,934,215,5,15421,611,0,9,180,2,1,0,140,6,4,0,1,215,235,180,215,1217,2,3340,0,2,21656,409
837,96,7,22548,533,0,9,98,2,1,0,140,6,4,1,7,96,16,59,96,2740,2,3340,0,4,16684,411,837,115,7,22550,533,0,9,98,2,1,0,140,6,4,1,7,115,18,267,115,2740,2,3340,0,4,16686,411
893,138,14,5570,581,0,6,98,2,0,0,140,6,4,1,1,138,272,32,138,3521,2,3340,0,17,18490,409,893,139,14,7486,581,0,6,98,2,0,0,140,6,4,1,1,139,95,186,139,3521,2,3340,0,17,18491,409
1177,55,5,13882,795,2,9,110,2,1,0,140,6,30,0,1,55,180,219,55,1122,2,3340,0,2,29955,411,1177,62,12,17512,795,2,9,110,2,1,0,140,6,30,0,1,62,1,3,62,1845,2,3340,0,2,32272,411
673,33,5,21830,409,0,6,37,1,0,0,140,8,66,0,13,33,128,1,33,2563,2,3340,0,21,16240,409,673,37,12,8061,409,0,6,37,1,0,0,140,8,66,0,13,37,221,221,37,497,2,3340,0,21,11820,409
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,25,9,17304,810,0,9,15,2,1,0,140,1,17,1,13,25,200,229,25,1871,2,0,0,12,0,7
774,76,9,4529,483,0,6,613,1,0,0,140,24,65,1,13,76,22,107,76,3358,2,3340,0,11,18060,409,774,81,9,4530,483,0,6,613,1,0,0,140,24,65,1,13,81,180,219,81,3358,2,3340,0,11,18061,411
797,37,17,18511,504,0,6,98,2,0,0,140,6,4,1,1,37,221,221,37,2002,2,3340,0,2,15252,409,797,38,17,18516,504,0,6,98,2,0,0,140,6,4,1,1,38,104,198,38,2002,2,3340,0,2,15253,409
396,25,12,14549,810,0,6,411,2,0,0,140,23,4,1,1,25,200,229,25,1542,2,903,0,14,4661,409,396,27,12,15686,810,0,6,411,2,0,0,140,23,4,1,1,27,151,120,27,1542,2,3340,0,12,38879,409
104,68,2,4231,810,2,16,162,2,1,0,140,6,4,0,1,68,219,82,68,3313,2,3340,0,2,36073,411,104,74,2,4231,810,2,16,162,2,1,0,140,6,4,0,1,74,48,106,74,3313,2,3340,0,2,36074,411
724,342,5,14304,444,0,6,169,2,0,0,59,6,4,0,1,342,278,49,342,1403,2,3340,0,2,13680,409,724,347,5,14305,444,0,6,169,2,0,0,59,6,4,0,1,347,279,50,347,1404,2,3340,0,2,13681,409
795,143,14,13420,502,0,9,467,2,1,0,140,6,4,1,1,143,160,129,143,1301,2,3340,0,17,21795,409,795,144,14,14341,502,0,9,467,2,1,0,140,6,4,1,1,144,60,91,144,1301,2,3340,0,17,21795,409
1184,28,22,11389,801,2,9,480,2,1,0,140,6,4,1,1,28,214,272,28,981,2,3340,0,2,30194,417,1184,29,22,11389,801,2,9,480,2,1,0,140,6,4,1,1,29,214,272,29,981,2,3340,0,2,30195,409
447,28,16,6273,810,1,6,308,2,0,0,140,23,4,0,1,28,214,272,28,3664,2,3340,0,17,38879,417,447,29,16,6274,810,1,6,308,2,0,0,140,23,4,0,1,29,214,272,29,3664,2,3340,0,17,38879,409
352,210,5,16833,233,0,15,595,2,0,0,140,1,4,1,9,210,197,234,210,2231,2,3340,0,2,4381,400,352,214,5,16833,233,0,15,595,2,0,0,140,1,4,1,9,214,55,22,214,2231,2,3340,0,18,38879,409
753,88,5,18118,464,0,6,585,2,0,0,140,6,18,1,1,88,149,126,88,1930,2,3340,0,12,38879,409,753,89,5,18119,464,0,6,585,2,0,0,140,6,18,1,1,89,123,282,89,1930,2,3340,0,2,15138,411
1076,142,16,1118,718,0,9,140,2,1,0,140,8,4,0,13,142,94,184,142,257,2,3340,0,19,28584,409,1076,143,16,1118,718,0,9,140,2,1,0,140,8,4,0,13,143,160,129,143,257,2,3340,0,19,28584,409
886,210,5,6468,575,0,9,461,2,1,0,140,6,4,1,1,210,197,234,210,3692,2,3340,0,2,18865,400,886,214,5,6469,575,0,9,461,2,1,0,140,6,4,1,1,214,55,22,214,3692,2,3340,0,2,18866,409
181,26,12,9995,139,2,1,613,2,1,0,140,1,13,1,7,26,3,5,26,482,2,3340,0,2,38354,411,181,27,12,9995,139,2,1,613,2,1,0,140,1,13,1,7,27,151,120,27,482,2,3340,0,2,38354,409
446,30,12,20182,284,0,7,613,1,0,0,140,16,65,0,7,30,91,193,30,2039,2,1133,0,14,6225,409,446,31,12,20186,284,0,7,613,1,0,0,140,16,65,0,7,31,116,115,31,2039,2,1140,0,14,6226,411
227,323,12,11571,159,1,18,613,1,0,0,140,22,65,1,13,323,255,102,323,2093,2,3340,0,14,3082,409,227,324,12,11572,159,1,18,613,1,0,0,140,22,65,1,13,324,4,6,324,2093,2,3340,0,14,3083,417
1180,285,5,16376,798,2,16,110,2,1,0,140,6,4,0,1,285,14,38,285,1637,2,3340,0,2,31872,411,1180,325,5,16376,798,2,16,110,2,1,0,140,6,4,0,1,325,264,14,325,1637,2,3340,0,2,31876,411
162,140,12,8811,121,2,16,200,2,1,0,140,6,52,1,1,140,241,174,140,243,2,3340,0,19,37923,409,162,141,12,1036,121,2,16,200,2,1,0,140,6,52,1,1,141,95,186,141,243,2,3340,0,19,37924,409
526,63,7,8800,810,0,6,204,0,0,0,140,23,37,0,1,63,152,121,63,387,2,3340,0,12,38879,409,526,68,7,8801,810,0,6,204,0,0,0,140,23,37,0,1,68,219,82,68,387,2,3340,0,4,11529,411
169,26,12,308,128,2,16,226,2,1,0,140,6,4,1,1,26,3,5,26,129,2,3340,0,2,37705,411,169,27,12,308,128,2,16,226,2,1,0,140,6,4,1,1,27,151,120,27,129,2,3340,0,2,37705,409
1192,185,22,12264,810,2,9,43,2,1,0,140,6,4,1,1,185,205,254,185,1098,2,3340,0,2,30346,417,1192,248,5,16111,810,2,9,43,2,1,0,140,6,4,1,1,248,206,26,248,1605,2,3340,0,2,31642,417
591,209,7,1220,361,0,6,525,2,0,0,140,7,4,1,1,209,112,271,209,269,2,3340,0,14,10088,417,591,210,7,1221,361,0,6,525,2,0,0,140,7,4,1,1,210,197,234,210,269,2,3340,0,4,11247,400
650,289,5,13461,390,0,6,568,2,0,0,140,23,83,1,1,289,206,26,289,1311,2,3340,0,2,13491,417,650,325,5,13470,390,0,6,568,2,0,0,140,23,83,1,1,325,264,14,325,1311,2,3340,0,2,13500,411
896,36,20,4813,810,0,6,5,2,0,0,140,6,4,1,1,36,45,220,36,3407,2,3340,0,2,18179,411,896,43,20,4817,810,0,6,5,2,0,0,140,6,4,1,1,43,46,225,43,3407,2,3340,0,2,18181,411
64,96,16,23352,44,2,16,533,2,1,0,140,6,4,1,1,96,16,59,96,2860,2,3340,0,2,34561,411,64,115,16,23352,44,2,16,533,2,1,0,140,6,4,1,1,115,18,267,115,2860,2,3340,0,2,34564,411
1051,44,12,20647,810,0,6,194,2,0,0,140,24,52,1,13,44,202,230,44,2371,2,3340,0,8,24668,409,1051,47,12,20647,810,0,6,194,2,0,0,140,24,52,1,13,47,47,109,47,2371,2,3340,0,8,24668,411
146,325,2,2245,106,2,16,237,2,1,0,16,6,8,1,1,325,264,14,325,70,2,3340,0,2,37521,411,146,372,2,2245,106,2,16,237,2,1,0,16,6,8,1,1,372,27,90,372,70,2,3340,0,2,37522,411
731,196,12,13363,810,0,9,484,2,1,0,140,7,4,1,1,196,271,40,196,1292,2,3340,0,12,38879,411,731,285,7,16921,810,0,9,484,2,1,0,140,7,4,1,1,285,14,38,285,1491,2,3340,0,4,14006,411
1169,171,16,10317,788,2,9,92,2,1,0,113,6,4,0,1,171,116,115,171,837,2,2899,0,19,29841,411,1169,185,16,10317,788,2,9,92,2,1,0,113,6,4,0,1,185,205,254,185,837,2,3340,0,19,29842,417
899,143,14,407,810,0,9,262,2,1,0,140,6,0,1,1,143,160,129,143,131,2,3340,0,17,19236,409,899,146,14,408,810,0,9,262,2,1,0,140,6,0,1,1,146,46,225,146,131,2,3340,0,17,19237,411
117,115,2,7463,84,2,16,597,2,1,0,140,6,4,0,1,115,18,267,115,3561,2,3340,0,2,36671,411,117,116,2,7463,84,2,16,597,2,1,0,140,6,4,0,1,116,58,20,116,3561,2,3340,0,2,36672,409
738,249,7,16574,452,0,6,98,2,0,0,140,7,4,0,1,249,268,261,249,1670,2,3340,0,4,14374,400,738,251,7,16582,452,0,6,98,2,0,0,140,7,4,0,1,251,213,218,251,1671,2,3340,0,4,14375,409
86,27,16,22331,64,2,9,349,2,1,0,140,6,4,0,1,27,151,120,27,2702,2,3340,0,2,34305,409,86,28,16,22331,64,2,9,349,2,1,0,140,6,4,0,1,28,214,272,28,2702,2,3340,0,2,34305,417
248,233,14,10470,810,0,6,307,2,0,0,140,23,4,1,13,233,66,71,233,858,2,3340,0,20,2721,409,248,285,14,1409,810,0,6,307,2,0,0,140,23,4,1,13,285,14,38,285,294,2,3340,0,20,1434,411
823,166,12,2490,810,1,4,613,2,0,0,140,24,52,1,13,166,196,232,166,3014,2,3340,0,7,17334,409,823,168,12,2491,810,1,4,613,2,0,0,140,24,52,1,13,168,153,150,168,3015,2,3340,0,7,38879,409
34,141,16,19686,20,2,9,603,2,1,0,140,6,4,1,1,141,95,186,141,2206,2,3340,0,19,33441,409,34,142,16,19686,20,2,9,603,2,1,0,140,6,4,1,1,142,94,184,142,2206,2,3340,0,19,33441,409
1085,68,5,5276,810,0,9,316,2,1,0,140,24,13,0,13,68,219,82,68,3477,2,3340,0,2,27415,411,1085,75,5,5276,810,0,9,316,2,1,0,140,24,13,0,13,75,281,55,75,3477,2,3340,0,2,27416,409
1194,75,5,16302,805,2,9,19,2,1,0,140,6,4,1,1,75,281,55,75,1616,2,3340,0,2,31745,409,1194,76,5,16302,805,2,9,19,2,1,0,140,6,4,1,1,76,22,107,76,1616,2,3340,0,2,31746,409
979,135,14,4224,645,0,9,134,2,1,0,140,6,4,1,1,135,198,235,135,3312,2,3340,0,2,26977,400,979,137,14,4224,645,0,9,134,2,1,0,140,6,4,1,1,137,52,41,137,3312,2,3340,0,17,26985,417
312,209,13,10616,810,0,16,34,2,0,0,140,23,82,1,1,209,112,271,209,879,2,3340,0,19,2269,411,312,285,13,9045,810,0,16,34,2,0,0,140,23,82,1,1,285,14,38,285,631,2,3340,0,19,2280,411
420,30,12,16544,267,1,11,613,2,0,0,140,5,52,1,13,30,91,193,30,1988,2,1062,0,14,5672,409,420,31,12,17700,267,1,11,613,2,0,0,140,5,52,1,13,31,116,115,31,1988,2,1082,0,14,5673,411
207,185,5,11726,810,0,9,613,2,1,0,140,16,46,1,7,185,205,254,185,1045,2,3340,0,2,12890,417,207,196,5,11728,810,0,9,613,2,1,0,140,16,46,1,7,196,271,40,196,1045,2,3340,0,12,38879,411
938,140,14,10522,615,0,6,0,2,0,0,140,6,4,1,1,140,241,174,140,871,2,3340,0,17,20798,409,938,141,14,10582,615,0,6,0,2,0,0,140,6,4,1,1,141,95,186,141,871,2,3340,0,17,20799,409
42,285,12,19675,810,2,6,200,2,0,0,140,24,52,1,13,285,14,38,285,2203,2,3340,0,8,33377,411,42,325,12,19675,810,2,6,200,2,0,0,140,24,52,1,13,325,264,14,325,2203,2,3340,0,8,33380,411
667,289,7,11449,403,0,6,129,2,0,0,140,23,4,0,1,289,206,26,289,983,2,3340,0,4,12756,417,667,325,7,13254,403,0,6,129,2,0,0,140,23,4,0,1,325,264,14,325,1268,2,3340,0,4,13387,411
77,74,5,2341,57,2,9,73,2,1,0,140,6,4,1,1,74,48,106,74,2923,2,3340,0,2,34867,417,77,75,5,2341,57,2,9,73,2,1,0,140,6,4,1,1,75,281,55,75,2923,2,3340,0,2,34868,409
302,191,9,8042,205,0,8,613,1,0,0,140,16,65,1,7,191,179,152,191,1980,2,3340,0,11,1945,417,302,192,9,8043,205,0,8,613,1,0,0,140,16,65,1,7,192,114,117,192,1980,2,3340,0,11,1946,410
1052,210,5,3737,704,0,9,133,2,1,0,140,8,4,0,13,210,197,234,210,3197,2,3340,0,2,26673,400,1052,214,5,3737,704,0,9,133,2,1,0,140,8,4,0,13,214,55,22,214,3197,2,3340,0,2,26674,409
509,34,12,21275,810,0,9,451,1,1,0,140,7,31,0,1,34,205,254,34,3106,2,3340,0,4,7530,411,509,37,12,21279,810,0,9,451,1,1,0,140,7,31,0,1,37,221,221,37,3106,2,3340,0,4,7534,409
1083,141,12,3641,810,1,6,194,2,0,0,140,6,52,1,1,141,95,186,141,2950,2,3340,0,7,25867,409,1083,142,12,3641,810,1,6,194,2,0,0,140,6,52,1,1,142,94,184,142,2950,2,3340,0,7,25867,409
943,89,12,8415,810,0,6,613,2,0,0,140,24,52,1,13,89,123,282,89,551,2,3340,0,8,19941,411,943,96,12,8416,810,0,6,613,2,0,0,140,24,52,1,13,96,16,59,96,551,2,3340,0,8,19942,411
605,89,7,9467,810,0,9,335,2,1,0,140,23,4,1,1,89,123,282,89,396,2,3340,0,4,11553,411,605,96,7,9467,810,0,9,335,2,1,0,140,23,4,1,1,96,16,59,96,396,2,3340,0,4,11554,411
1131,265,5,1033,760,0,6,613,2,1,0,140,12,4,0,12,265,65,72,265,242,2,3340,0,2,28545,417,1131,266,5,1035,760,0,6,613,2,1,0,140,12,4,0,12,266,79,241,266,242,2,3340,0,2,28546,409
57,209,14,3367,37,2,16,358,2,1,0,140,6,79,1,1,209,112,271,209,3152,2,3340,0,19,35499,417,57,210,14,3367,37,2,16,358,2,1,0,140,6,79,1,1,210,197,234,210,3152,2,3340,0,19,35500,400
166,118,2,9170,125,2,16,243,2,1,0,140,6,80,1,1,118,65,72,118,648,2,3340,0,2,38661,411,166,121,2,9170,125,2,16,243,2,1,0,140,6,80,1,1,121,120,154,121,648,2,3340,0,2,38662,409
964,143,14,15306,633,0,9,23,2,1,0,140,6,4,1,1,143,160,129,143,1207,2,3340,0,17,21613,409,964,146,14,15307,633,0,9,23,2,1,0,140,6,4,1,1,146,46,225,146,1207,2,3340,0,17,21614,411
361,51,5,15479,810,0,9,300,2,1,0,140,23,4,1,1,51,5,9,51,1522,2,3340,0,20,4493,411,361,55,5,15483,810,0,9,300,2,1,0,140,23,4,1,1,55,180,219,55,1522,2,3340,0,20,4497,411
273,114,5,15573,810,0,6,91,2,0,0,140,23,4,1,13,114,264,14,114,1527,2,3340,0,2,4581,411,273,115,5,15574,810,0,6,91,2,0,0,140,23,4,1,13,115,18,267,115,1527,2,3340,0,2,4582,411
248,78,14,1406,810,0,6,307,2,0,0,140,23,4,1,13,78,5,9,78,294,2,3340,0,20,1432,411,248,87,14,1410,810,0,6,307,2,0,0,140,23,4,1,13,87,17,161,87,294,2,3340,0,20,1435,409
31,253,5,19103,810,2,6,613,2,0,0,140,12,0,0,12,253,154,122,253,2117,2,3340,0,2,33149,409,31,254,5,19103,810,2,6,613,2,0,0,140,12,0,0,12,254,189,28,254,2117,2,3340,0,2,33149,411
992,227,7,20254,810,0,3,613,2,0,0,140,12,4,0,5,227,97,187,227,2523,2,3340,0,4,25065,409,992,228,7,20254,810,0,3,613,2,0,0,140,12,4,0,5,228,242,179,228,2523,2,3340,0,4,25066,409
599,88,5,12559,366,0,6,572,2,0,0,140,21,4,0,1,88,149,126,88,764,2,3340,0,9,38879,409,599,89,5,12560,366,0,6,572,2,0,0,140,21,4,0,1,89,123,282,89,764,2,3340,0,2,12378,417
1015,135,14,20407,674,0,6,505,2,0,0,140,6,13,0,1,135,198,235,135,2098,2,3340,0,17,24148,400,1015,137,14,20407,674,0,6,505,2,0,0,140,6,13,0,1,137,52,41,137,2098,2,3340,0,17,24149,417
1078,135,14,4621,720,0,9,565,2,1,0,140,6,4,0,1,135,198,235,135,3379,2,3340,0,17,27152,400,1078,137,14,4621,720,0,9,565,2,1,0,140,6,4,0,1,137,52,41,137,3379,2,3340,0,17,27153,417
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,25,17,22905,717,1,6,576,2,1,0,140,6,13,1,1,25,200,229,25,2818,2,2698,0,20,25616,409
1018,25,12,16421,676,0,9,297,2,1,0,140,6,72,1,1,25,200,229,25,1696,2,2584,0,14,22863,409,1018,26,12,16722,676,0,9,297,2,1,0,140,6,72,1,1,26,3,5,26,1696,2,3340,0,4,22864,411
1138,185,12,1118,765,2,6,173,2,0,0,131,6,4,1,1,185,205,254,185,257,2,3340,0,2,28625,417,1138,248,5,9167,765,2,6,173,2,0,0,131,6,4,1,1,248,206,26,248,647,2,3340,0,2,28629,417
829,28,17,22176,528,0,9,613,2,0,0,140,25,4,0,13,28,214,272,28,2348,2,3340,0,4,15937,417,829,29,17,22177,528,0,9,613,2,0,0,140,25,4,0,13,29,214,272,29,2349,2,3340,0,4,15938,409
1092,96,5,2291,810,0,9,447,2,1,0,140,8,38,0,13,96,16,59,96,82,2,3340,0,2,28277,411,1092,115,5,2291,810,0,9,447,2,1,0,140,8,38,0,13,115,18,267,115,82,2,3340,0,2,28281,411
419,38,14,16926,268,1,6,308,2,0,0,140,23,4,1,1,38,104,198,38,2186,2,3340,0,2,6554,409,419,42,14,17304,268,1,6,308,2,0,0,140,23,4,1,1,42,203,231,42,2186,2,3340,0,2,6556,409
1056,24,12,3421,810,0,6,194,2,0,0,140,24,52,1,13,24,158,132,24,3161,2,3340,0,9,26579,409,1056,25,12,22117,810,0,6,194,2,0,0,140,24,52,1,13,25,200,229,25,2401,2,2658,0,8,24785,409
611,44,16,6809,369,0,9,379,2,1,0,140,6,47,1,9,44,202,230,44,3746,2,3340,0,22,38879,353,611,46,7,23733,369,0,9,379,2,1,0,140,6,47,1,9,46,280,56,46,2599,2,3340,0,22,10454,409
28,81,22,18225,810,2,6,200,2,0,0,140,24,52,1,13,81,180,219,81,1955,2,3340,0,8,32495,411,28,88,22,18225,810,2,6,200,2,0,0,140,24,52,1,13,88,149,126,88,1955,2,3340,0,8,32497,409
616,301,12,10841,373,0,7,613,1,0,0,140,6,65,1,1,301,218,36,301,709,2,3340,0,11,12243,409,616,302,12,12402,373,0,7,613,1,0,0,140,6,65,1,1,302,110,195,302,709,2,3340,0,11,12244,409
110,375,2,3441,81,2,9,613,2,1,0,140,24,39,1,13,375,133,270,375,3165,2,3340,0,2,35599,417,110,376,2,3441,81,2,9,613,2,1,0,140,24,39,1,13,376,133,270,376,3165,2,3340,0,2,35601,413
1037,303,14,5648,691,0,6,271,2,0,0,123,8,13,0,13,303,233,166,303,3183,2,3340,0,4,26668,409,1037,304,14,3573,691,0,6,271,2,0,0,123,8,13,0,13,304,99,194,304,3183,2,3340,0,4,26669,409
239,139,14,16431,810,1,6,258,2,0,0,140,23,0,1,13,139,95,186,139,1650,2,3340,0,13,5076,409,239,147,14,16468,810,1,6,258,2,0,0,140,23,0,1,13,147,119,158,147,1650,2,3340,0,13,5077,409
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,25,16,17046,484,0,9,404,2,1,0,62,6,4,1,1,25,200,229,25,656,2,2095,0,19,14646,409
1021,55,5,19585,810,0,6,49,2,0,0,140,6,4,1,1,55,180,219,55,2024,2,3340,0,4,24050,411,1021,63,5,19585,810,0,6,49,2,0,0,140,6,4,1,1,63,152,121,63,2024,2,3340,0,4,24052,409
940,26,12,1995,617,0,9,527,2,1,0,140,24,66,1,13,26,3,5,26,362,2,3340,0,21,19669,411,940,27,12,1995,617,0,9,527,2,1,0,140,24,66,1,13,27,151,120,27,362,2,3340,0,21,19670,409
995,122,14,17337,659,0,9,398,2,1,0,140,6,4,1,1,122,191,243,122,1814,2,3340,0,17,23220,409,995,123,14,17336,659,0,9,398,2,1,0,140,6,4,1,1,123,225,171,123,1814,2,3340,0,17,23221,409
279,255,7,11649,189,0,6,240,2,0,0,140,23,4,1,13,255,90,252,255,2168,2,3340,0,20,3983,369,279,281,7,13942,189,0,6,240,2,0,0,140,23,4,1,13,281,1,3,281,2168,2,3340,0,20,3984,411
237,209,13,8494,165,0,6,91,2,0,0,140,23,4,1,13,209,112,271,209,3377,2,3340,0,14,532,411,237,249,13,7078,165,0,6,91,2,0,0,140,23,4,1,13,249,268,261,249,3377,2,3340,0,14,927,400
47,271,5,20475,29,2,6,613,2,0,0,140,12,4,0,12,271,169,134,271,2281,2,3340,0,2,33679,409,47,273,5,20475,29,2,6,613,2,0,0,140,12,4,0,12,273,34,42,273,2281,2,3340,0,2,33679,411
1158,118,5,12939,779,2,6,9,2,0,0,140,6,55,0,1,118,65,72,118,1104,2,3340,0,2,30431,411,1158,121,5,12939,779,2,6,9,2,0,0,140,6,55,0,1,121,120,154,121,1104,2,3340,0,2,30432,409
1170,137,14,17750,789,2,16,198,2,1,0,140,6,4,0,1,137,52,41,137,1876,2,3340,0,17,32339,417,1170,138,14,17750,789,2,16,198,2,1,0,140,6,4,0,1,138,272,32,138,1876,2,3340,0,17,32340,409
954,258,7,14127,626,0,9,79,2,1,0,140,6,44,0,1,258,215,75,258,1361,2,3340,0,4,21851,411,954,285,7,14073,626,0,9,79,2,1,0,140,6,44,0,1,285,14,38,285,1374,2,3340,0,4,21924,411
918,143,14,10268,600,0,9,98,2,1,0,140,6,4,1,1,143,160,129,143,824,2,3340,0,4,20660,409,918,146,14,10269,600,0,9,98,2,1,0,140,6,4,1,1,146,46,225,146,824,2,3340,0,4,20660,411
59,74,5,23096,39,2,9,229,2,1,0,140,6,4,1,1,74,48,106,74,2819,2,3340,0,2,34450,417,59,75,5,23096,39,2,9,229,2,1,0,140,6,4,1,1,75,281,55,75,2819,2,3340,0,2,34451,409
516,161,5,5755,810,0,6,360,2,0,0,140,23,4,0,13,161,21,285,161,3263,2,3340,0,12,38879,409,516,183,12,22343,810,0,6,360,2,0,0,140,23,4,0,13,183,12,27,183,2703,2,3340,0,4,8099,417
593,210,7,864,363,0,9,431,2,1,0,47,23,4,1,1,210,197,234,210,210,2,3340,0,4,11151,400,593,214,7,864,363,0,9,431,2,1,0,47,23,4,1,1,214,55,22,214,210,2,3340,0,12,38879,409
877,30,16,2684,568,0,6,613,2,0,0,140,6,4,1,1,30,91,193,30,3052,2,3340,0,4,38879,409,877,32,16,2687,568,0,6,613,2,0,0,140,6,4,1,1,32,125,0,32,3053,2,3340,0,4,17420,417
1069,36,17,22445,712,0,9,195,2,1,0,140,6,4,0,1,36,45,220,36,2719,2,3340,0,4,25445,411,1069,43,7,2512,712,0,9,195,2,1,0,140,6,4,0,1,43,46,225,43,3017,2,3340,0,4,25447,411
965,165,18,3740,634,0,6,258,1,0,0,140,24,65,0,13,165,187,268,165,3198,2,3340,0,21,35812,409,965,166,18,3644,634,0,6,258,1,0,0,140,24,65,0,13,166,196,232,166,3198,2,3340,0,21,35814,409
914,47,18,10937,596,0,18,463,1,1,0,140,11,66,0,1,47,47,109,47,911,2,3340,0,21,20882,411,914,55,18,10938,596,0,18,463,1,1,0,140,11,66,0,1,55,180,219,55,911,2,3340,0,21,20883,411
177,122,12,1693,135,2,11,207,2,1,0,27,6,52,1,1,122,191,243,122,315,2,3340,0,14,38102,409,177,123,12,1693,135,2,11,207,2,1,0,27,6,52,1,1,123,225,171,123,315,2,3340,0,14,38103,409
903,28,17,5241,588,0,6,351,2,0,0,73,6,4,1,1,28,214,272,28,3470,2,3340,0,4,18341,417,903,29,17,5242,588,0,6,351,2,0,0,73,6,4,1,1,29,214,272,29,3471,2,3340,0,4,18342,409
